,sentence,#aspect terms,aspect_terms,at_polarity
2375,"यह वास्तव में PC के खिलाफ एक प्रकार का rebellion था, और मैं certainly glad हूं कि मैंने किया।",0,[],[]
2376,इस brand new laptop को boot up करने में unable हूं।,1,['boot up'],['negative']
2377,"इसके अलावा, Pages और Keynotes पर सभी design tools professional दिखने वाले documents और presentations create करने में बहुत easy रहते हैं।",2,"['Pages', 'Keynotes']","['positive', 'positive']"
2378,"मैंने वास्तव में hard drive को दो बार replace किया था, mother board को एक बार, dvd drive को दो बार, फिर वे अंतिम रूप से इसे replace करने के लिए agree हुए, (यह सब कम से कम 1 1/2 years में हुआ!",3,"['hard drive', 'mother board', 'dvd drive']","['negative', 'negative', 'negative']"
2379,"मैं वास्तव में इसे like नहीं करता, लेकिन मैं stuck हो गया हूं।",0,[],[]
2380,"तब उस आदमी ने कहा कि अगर मैं hinge tight करने पर insist करता हूं, तो वे मेरे लिए ऐसा कर सकते हैं लेकिन मुझे ""repair"" के बाद condition accept करना होगा।",1,['hinge'],['neutral']
2381,"Port motherboard से secure है, इसलिए जब ऐसा होता है तो आप plug को बिल्कुल नहीं देख सकते हैं, यह बस चला गया।",3,"['motherboard', 'port', 'plug']","['neutral', 'neutral', 'negative']"
2382,-MacHouse Amsterdam से दूर रहें।,0,[],[]
2383,एक बार फिर apple charts के top पर अकेला खड़ा है।,0,[],[]
2384,"मुझे keyboard का feel पसंद है, साथ ही trackpad का भी।",2,"['keyboard', 'trackpad']","['positive', 'positive']"
2385,Mac के सभी power और ease के साथ मेरे पास अब world के दोनो best हैं,2,"['power', 'ease']","['positive', 'positive']"
2386,ये new problems final straws थे;,0,[],[]
2387,"सौभाग्य से मेरे पास एक  student task force था जो help करने में able था, अन्यथा यह first year के भीतर ही crash हो जाता।",0,[],[]
2388,जब तक कि मैंने इसमें semicolons के साथ एक article नहीं लिखा यह लग रहा था कि problem solve हो जाएगा।,0,[],[]
2389,Use में ease मेरे Mac के बारे में पसंद करने वाले benefits में से एक है।,1,['Use'],['positive']
2390,-Touchpad use to होने में थोड़ा time लेता है।,1,['Touchpad'],['neutral']
2391,हम दोनों को हाल ही में new laoptop मिले हैं।,0,[],[]
2392,मैं एक PC user रहा हूं और मैंने फिलहाल switch किया है और मैं कभी वापस नहीं जा रहा हूं।,0,[],[]
2393,मुझे Macbook मिला और उसे Macbook Pro मिला।,0,[],[]
2394,Winter अपने way पर हैं और मैं imagine करता हूं यह cozy होगा।,0,[],[]
2395,मैंने अपने compaq laptop को replace करने के लिए इस laptop को लगभग एक month पहले buy किया था।,0,[],[]
2396,"अब मशीन कनेक्ट नहीं होगी और तोशिबा कहती है कि उन्होंने मई में कनेक्शन कार्ड को बदल दिया था, लेकिन वे केवल 30 दिनों के लिए मरम्मत की वारंटी देते हैं और अब मैं वारंटी से बाहर हूं, हालांकि यह एक निरंतर 5 महीने हो गया है क्योंकि मैंने खरीदा नेटबुक।",3,,"['neutral', 'negative', 'negative']"
2397,जरुर से फिर से MacConnection का use करेंगे।,0,[],[]
2398,"लेकिन, इस model को buy करें और 4GB of RAM (2x2GB $ 92 या 1x4GB $ 99 के लिए) purchase करें, और 8GB of RAM के साथ अन्य model के compare में अपने $ 100 बचाएं।",2,"['4GB of RAM', '8GB of RAM']","['neutral', 'neutral']"
2399,यह एक reason है जो मैंने इसे purchase किया है।,0,[],[]
2400,"Toshiba पर एक और chance लेने के बजाय, मैं एक Asus G73JH-x3 के साथ गया।",0,[],[]
2401,"उसने मुझसे flatly कहा, ""यह उस जैसा है।",0,[],[]
2402,"यदि आप उन massive spreadsheets के माध्यम से fly करने या graphics-intensive game play करने के लिए कुछ खोज रहे हैं, तो आपके लिए market के उस segment में aimed एक machine लेना better होगा।",1,['game'],['neutral']
2403,यह अब तक का easiest computer है जिसे मैंने कभी use किया है।,0,[],[]
2404,तो आप पूछ सकते हैं कि Apple ने मेरे लिए क्या किया?,0,[],[]
2405,"Browsing, भी, मेरे लिए कोई problem नहीं थी जब मैंने itunes (जो आमतौर पर मेरे PC को slow करता है) का use किया था।",2,"['Browsing', 'itunes']","['positive', 'positive']"
2406,Week के end तक वहां (फिर से ...) होना चाहिए।,0,[],[]
2407,"फिर से, price के लिए decent COMP, और मुझे जल्दी से एक की need थी क्योंकि मेरे दूसरे laptop die हो गए।",1,['price'],['positive']
2408,"इसलिए एक brief summary में, मुझे यह कहना होगा कि मैं किसी को भी down right awful setup होने के कारण dell vostro 1000 recommend नहीं करूँगा, इसलिए मेरे opinion में अगर आप एक decent laptop चाहते हैं, तो आपको उनमें से steer clear करना चाहिए।",1,['setup'],['negative']
2409,"मुझे यह laptop college के लिए मिला है, और अब तक मैं इससे बहुत happy हूं।",0,[],[]
2410,"Toshiba की reputation अच्छी है, मेरा last computer acer था।",0,[],[]
2411,"मेरे friend को बस अपना पूरा motherboard को replace करना था, ऐसा मेरी wife ने किया, और ऐसा लग रहा है कि मुझे भी करना होगा।",1,['motherboard'],['negative']
2412,"Toshiba customer services indirectly आपकी problems से deal करने के लिए आपको लगातार एक country से दूसरे country में transfer करेगी, और मैं आपका मजाक नहीं कर रहा हूँ, मैंने day के अलग-अलग hours में call किया है और आप किसी दुसरे country से किसी और को पाएंगे जो आपको उसे फिर से अपनी story बताने का try करेगा, क्योंकि वे ऐसा sound करेंगे कि उनके सामने आपके call की history list नहीं है।",1,['Toshiba customer services'],['negative']
2413,Quality Display इस HP laptop के performance और quality से surprise था।,3,"['Quality Display', 'performance', 'quality']","['positive', 'positive', 'positive']"
2414,Battery life भी claim नहीं रखती लेकिन फिर भी मुझे लगता है कि macbook बाकी pack से काफी आगे है।,1,['Battery life'],['negative']
2415,Internet capabilities भी बहुत strong है और signals को बहुत easily pick up करता हैं।,1,['Internet capabilities'],['positive']
2416,"यह fast है, videos में High definition quality है।",1,['High definition quality'],['positive']
2417,वे आपको अन्य people के आसपास transfer करते हैं जो understand नहीं कर पाते हैं कि आप क्या कह रहे हैं और आप understand नहीं कर पाते कि वे क्या कह रहे हैं।,0,[],[]
2418,"Speakers उतना loud नहीं होता, लेकिन काफी अच्छा है।",1,['Speakers'],['conflict']
2419,मेरे पास 9 months था और यह पहले से ही $250 का loss है।,0,[],[]
2420,दूसरी great चीज Beast graphics है।,1,['Beast graphics'],['positive']
2421,यह WRONG था।,0,[],[]
2422,Setup का ease बहुत terrific था।,1,['Setup'],['positive']
2423,मैंने जो कुछ भी try किया उसने work किया है और मुझे कभी भी wall charger carry नहीं करना पड़ा क्योंकि battery बहुत awesome है।,2,"['wall charger', 'battery']","['neutral', 'positive']"
2424,"Screen crystal clear है, हाँ यह small है - लेकिन यह एक netbook है!",1,['Screen'],['conflict']
2425,तो यह review tad bit bias हो सकता है।,0,[],[]
2426,"यह three years के आसपास था, शायद four years पहले।",0,[],[]
2427,इसके best पर battery life an hour की है।,1,['battery life'],['negative']
2428,यह windows vista system का  review है।,1,['windows vista system'],['neutral']
2429,उसने कहा कि यह बहुत user friendly है।,0,[],[]
2430,"Annoy करने वाला है, लेकिन मुझे अभी भी laptop पसंद है।",0,[],[]
2431,"Cosmetically, उनके द्वारा change की गई एकमात्र चीज़ top पर Function keys में से 2 थी।",1,['Function keys'],['neutral']
2432,"मैं बहुत happy हूं कि मैंने इस Mac को buy किया, Extra money के लायक है।",0,[],[]
2433,लेकिन दुख की बात है कि BIOS को फिर से update करने के दौरान replacement froze-up हो गया और shut down हो गया और वापस turn on नहीं होगा।,1,['BIOS'],['negative']
2434,सचमुच कोई तरीका नहीं है कि इसे Vista के साथ sing किया जाए।,1,['Vista'],['negative']
2435,"सभी pros और cons को देखने के बाद, मैंने Macbook Pro पर decide किया।",0,[],[]
2436,Screen size किसी भी environment में portable use के लिए perfect है।,1,['Screen size'],['positive']
2437,"सबसे पहले, lid open करने के लिए push button नहीं है।",2,"['push button', 'lid']","['negative', 'neutral']"
2438,Hope this helped!,0,[],[]
2439,"मैं component parts से अपना खुद का desktops build करता था, और हाल ही में HT 1 GB RAM SATA desktop के साथ मेरे 7 years old Pentium 4 ने work करना stop कर दिया (यह 7 years पहले एक rock star था)।",2,"['Pentium 4', '1 GB RAM']","['neutral', 'neutral']"
2440,मुझे अब realize हुआ कि मेरा Windows laptop पर $ 900 spent करना better रहा।,1,['Windows'],['positive']
2441,"कृपया, जो कोई भी इस computer को लेना consider कर रहे हैं, रुक जाएं।",0,[],[]
2442,यह laptop मेरी सभी needs को पूरा करता है।,0,[],[]
2443,और word processor से printing एक adventure का काम है।,1,['word processor'],['negative']
2444,Very satisfied.,0,[],[]
2445,Do not  buy it!,0,[],[]
2446,-इसे fix करने का Estimated time: 10 working days या उससे कम है।,0,[],[]
2447,"इस चीज़ को purchase करने के बाद, मुझे पता चलता है कि मुझे अपने camera को connect करने के लिए एक special interface device की need है, और यह कि इसे store पर purchase नहीं किया जा सकता है - केवल online।",1,['interface device'],['negative']
2448,मैंने अपना computer custom Sonystyle.com से बनाया था।,0,[],[]
2449,एक और included program जो laughable है chess game है।,1,['included program'],['negative']
2450,"हां, मैंने सोचा था कि expense थोड़ा ज्यादा था, लेकिन मुझे अब realize हुआ कि आप जो pay करते हैं, वह आपको मिलता है।",1,['expense'],['negative']
2451,"यह general internet use, Microsoft Office apps, home bookkeeping आदि के लिए बहुत अच्छा work करता है।",2,"['Microsoft Office apps', 'internet use']","['positive', 'positive']"
2452,मैं एक और buy नहीं करुंगा।,0,[],[]
2453,Time will tell.,0,[],[]
2454,"Price बहुत अच्छा था, और product top quality का है।",2,"['Price', 'quality']","['positive', 'positive']"
2455,यह computer वास्तव में fast है और मैं shocked हूँ कि यह used to होने के लिए कितना easy है।,0,[],[]
2456,इसने बिना किसी problems के various games play किये और aero को smoothly और flawlessly run किया।,2,"['games', 'aero']","['neutral', 'neutral']"
2457,Hard drive को replace करने के बाद battery ने work करना stop कर दिया (use के 3 months) जो frustrating था।,2,"['Hard drive', 'battery']","['neutral', 'negative']"
2458,Screen लगभग barcode की तरह दिखती है जब यह reeze हो जाती है।,1,['Screen'],['negative']
2459,मैंने मेरी help के लिए बहुत सारे online sources found किए हैं लेकिन मुझे लगता है कि अगर मैं class कर लेता तो मुझे बहुत जल्दी learn करने को मिलता।,0,[],[]
2460,"Get-go से, M6809 अपने operation में unsteady था।",1,['operation'],['negative']
2461,वह मुझे हर time इसके बारे में बताती है लेकिन जब वह appear कराने जाती है तो मैं सभी cognitive functions को shut off कर देता हूं।,0,[],[]
2462,यहां तक कि मैं इस garbage में अपना पूरा music collection भी नहीं रख सका।,0,[],[]
2463,Macs के बारे में एक wonderful बात यह है कि वे virus free हैं।,0,[],[]
2464,"यह काफी small है मैं इसे कहीं भी ले जा सकता हूं, लेकिन अभी भी सब कुछ करने के लिए screen काफी big है।",1,['screen'],['positive']
2465,"यहां तक कि इसमें एक great webcam है, और Skype बहुत अच्छी तरह से work करता है।",2,"['webcam', 'Skype']","['positive', 'positive']"
2466,"मुझे solid machined aluminum frame पसंद है, और keyboard  मेरे द्वारा use किए जाने वाले किसी भी laptop का best है।",2,"['machined aluminum frame', 'keyboard']","['positive', 'positive']"
2467,यहां तक कि आप भी एक parallels type program को easily run कर सकते हैं और किसी भी बचे हुए PC software को run करा सकते हैं जिसके बिना आप बिल्कुल नहीं रह सकते।,2,"['parallels type program', 'software']","['positive', 'positive']"
2468,इस computer को मैं daily use करता था compact design बढ़िया है।,1,['design'],['positive']
2469,"ATI graphics card एक huge plus है, निश्चित रूप से एक good value है यदि आपको कुछ old games run कराने में able होने की need होती है एक Intel built-in card के साथ परेशानी होती है, जैसे कि Half-Life 2 या यहां तक कि World of Warcraft.",3,"['ATI graphics card', 'Intel built-in card', 'games']","['positive', 'positive', 'neutral']"
2470,"मेरे पास practically जो उन्होंने done किया है वो सभी ""fixes"" के साथ एक new laptop है!",0,[],[]
2471,"अंत में, मैंने एक Toshiba purchase किया।",0,[],[]
2472,School में इसे handle और operate करना hard था।,2,"['handle', 'operate']","['negative', 'negative']"
2473,आपने शायद अभी के लिए 1 customer lose कर दिया है।,0,[],[]
2474,इसमें आसानी से use होने वाले features हैं और सभी speed और power हैं जिनके बारे में मैं पूछ सकता हूं।,3,"['features', 'speed', 'power']","['positive', 'positive', 'positive']"
2475,"मेरी power supply cord ने ownership के first year के भीतर exposed wires को develope किया, इसलिए इसे Applecare warranty plan द्वारा cover किया गया था।",2,"['power supply cord', 'Applecare warranty plan']","['negative', 'positive']"
2476,"Many thanks, Overstock.com.",0,[],[]
2477,मुझे यह पसंद है और lifestyle में change इसके साथ आया।,0,[],[]
2478,"केवल crap का एक और ""HP/Compaq"" piece लेने के लिए।",0,[],[]
2479,मैंने 13 inch के fit और feel को preferred किया।,1,['13 inch'],['positive']
2480,2 weeks के बाद power supply खराब हो गई।,1,['power supply'],['negative']
2481,Emachines का कहना है कि वे एक part के लिए wait कर रहे हैं और entire unit को replace करने से refuse कर रहे हैं।,0,[],[]
2482,"Screen use to होने के लिए थोड़ा समय लेता है, क्योंकि यह laptop से small है",1,['Screen'],['negative']
2483,Understand करने से पहले कि इसका use कितना awful है मैं इसे buy करके regret करता हूं।,1,['use'],['negative']
2484,Right speaker ने work नहीं किया।,1,['Right speaker'],['negative']
2485,Chat के दूसरे end पर drone के support के साथ work करना एकदम से torture था।,1,['support'],['negative']
2486,"इस laptop पर Final Cut Pro बहुत fast और easy है, और मैं इसे अपने home के computer पर अपने सभी work को seamlessly transfer करने के लिए use कर सकता हूं, जो एक mac भी है।",1,['Final Cut Pro'],['positive']
2487,"Computer बेहद धीमी गति से run करता है, चाहे Word या My Computer open हो रहा हो।",1,['run'],['negative']
2488,"लेकिन मैं glad हूं कि इससे पहले कि वे इसे बनाना stop कर दें, मुझे मेरा right मिल गया।",0,[],[]
2489,"Mac Snow Leopard O/S का use करना बेहद easy है, हालाँकि Win XP, Vista या Win7 से बहुत अलग है।",5,"['Mac Snow Leopard O/S', 'Win XP', 'Vista', 'Win7', 'use']","['positive', 'neutral', 'neutral', 'neutral', 'positive']"
2490,इस computer के बारे में सोचने वाले people के लिए एक tip: इसे BUY ना करें और थोड़ा अधिक money save up करें और ऐसा computer buy करें जो चले।,0,[],[]
2491,मैंने हमेशा home के work के लिए PCs का use किया है और Mac के साथ यह मेरा first experience है।,0,[],[]
2492,"मैंने कई लोगों से पूछा, net पर search किया और best buy में reviews भी पढ़ीं।",0,[],[]
2493,"लगभग 30 seconds में startup, 2-4 seconds में shutdown, 0-2 seconds में resume from sleep।",3,"['startup', 'shutdown', 'resume from sleep']","['neutral', 'neutral', 'neutral']"
2494,"Screen अच्छी है और images बहुत clear हैं, keyboard और fit बस सही feel होता है।",3,"['Screen', 'keyboard', 'fit']","['positive', 'positive', 'positive']"
2495,मैंने इसे nineteenth April को Best Buy को return कर दिया।,0,[],[]
2496,मेरे पास पहले केवल PCs के साथ Windows था इसलिए यह use to होने में थोड़ा समय लेगा।,1,['Windows'],['neutral']
2497,मैं Toshiba L455 मेरे एक friend का कुछ work करने के लिए gift / bonus के रूप में पाने के लिए बहुत excited था!,0,[],[]
2498,मैंने अपना regular laptop home  पर छोड़ दिया था और town से बाहर रहने के दौरान इसका use करने की जरुरत हुई।,0,[],[]
2499,"Summary: web पर कुछ investigation करने के बाद, मैंने पाया है कि Toshiba NB205s chronically booting नहीं कर रहा है।",0,[],[]
2500,Super fast processor और वास्तव में बढ़िया graphics card है।।,2,"['processor', 'graphics card']","['positive', 'positive']"
2501,"लेकिन एक lap में या आपके सामने एक desk पर बैठे हुए यह काफी बड़ा दिखता है (यह इसलिए हो सकता है क्योंकि मैं अपने Lenovo 10 tablet का use to हूं) plus ये great size है अगर मैं चाहूं external keyboard, mouse, और monitor को unplug कर सकता हूं अपने साथ ले जाने के लिए जब मैं photos और videos लेता हूं।",4,"['size', 'external keyboard', 'mouse', 'monitor']","['positive', 'neutral', 'neutral', 'neutral']"
2502,मैंने इस situation के बारे में HP से contact किया और बिना किसी results के excuses दिए गए।,0,[],[]
2503,आपको पता है? मैं एक week पहले Bukit Batok Polyclinic NHG Pharmacy में एक defective blood pressure monitor buy करने के लिए गया था।,0,[],[]
2504,मुझे जो एकमात्र objection है वो है कि आप जब buy करते हैं उसके बाद windows 7 system एक starter है और update के लिए charge करता है।,1,['windows 7 system'],['negative']
2505,"मुझे weight and size, cubersome नापसंद है।",2,"['weight', 'size']","['negative', 'negative']"
2506,Wheel जो volume को up और down turn करता है वह real time में work नहीं करता है।,1,['Wheel'],['negative']
2507,"मैं अपने house में 3 printers में से एक भी install नहीं कर सकता, इसलिए मैं print करने में unable हूं।",0,[],[]
2508,मैं  service या product से ज्यादा happy नहीं हो सकता।,1,['service'],['positive']
2509,Everything was so easy.,0,[],[]
2510,"कुछ को list करने के लिए: वे 3rd degree burn करने के कारण काफी hot होते हैं, साथ ही उस part के पास एक flammable materials को ignite करते हैं जो heat up के लिए होता है।",0,[],[]
2511,यह मेरी daughter के लिए उसके graduation gift के लिए उसे college में use करने के लिए लिया।,0,[],[]
2512,"मैं side में transcription work करता हूं, और flatline keyboard typing को quick और easy बनाता है।",1,['flatline keyboard'],['positive']
2513,"5 months की failed repair के बाद, full refund का request किया गया लेकिन refuse कर दिया गया था और अभी भी इसे repair नहीं किया गया है और Acer इस issue के लिए indifferent है।",0,[],[]
2514,Toshiba laptop एक बढ़िया purchase था।,0,[],[]
2515,"Years PCs का use करने के बाद, एक नया Mac user मूल रूप से computer कैसे use करें re-learn के लिए force किया जाता है।",0,[],[]
2516,Speakers उतना बढ़िया sound नहीं करता है।,1,['Speakers'],['negative']
2517,आप better believe करते हैं कि मेरा अगला computer MAC होगा!,0,[],[]
2518,I love it!,0,[],[]
2519,"मुझे windows 7 पसंद है, लेकिन मैं Toshiba को इसके लिए कोई credit नहीं दे सकता, जब तक कि आप ergonomics के बारे में serious नहीं हो जाते हैं और required connections को less obtrusive नहीं बनाते हैं मैं next time different manufacturer की तलाश करूंगा।",3,"['windows 7', 'ergonomics', 'connections']","['positive', 'negative', 'negative']"
2520,अब जब मेरे पास यह है मैं देख रहा हूं कि मुझे वास्तव में इसकी बहुत अधिक need थी।,0,[],[]
2521,"Applecare tech support को कई call के बाद, मुझे अपने computer में send करने को direct किया गया।",1,['Applecare tech support'],['negative']
2522,"""abuse"" यह है कि मैंने बहुत hard power plug को अंदर push किया।",1,['power plug'],['negative']
2523,"Documents को find करना, और उन्हें एक area में रखना easy है।",0,[],[]
2524,Resolution on the screen लगभग pure HD है।,1,['Resolution on the screen'],['positive']
2525,"इसके साथ आने वाले सभी programs के साथ, जैसे कि iLife और iWork, मैं beginning से ही set था।",3,"['programs', 'iLife', 'iWork']","['neutral', 'neutral', 'neutral']"
2526,"मैं sure नहीं हूं कि मैं इसे quality gaming के लिए कैसे recommend करुं, क्योंकि मेरे पास उस reason के लिए desktop rig है।",1,['gaming'],['negative']
2527,"मैंने इस netbook को traveling के लिए buy किया था, और यह great है - light है, functional है, और मेरी needs को पूरा करता है।",0,[],[]
2528,Easy learning curve.,0,[],[]
2529,"मैं इसे online purchase करने जाता हूं, और मैं find out करता हूं कि device लगभग two months बाद तक available नहीं होगा!",0,[],[]
2530,Dell एक शालीनता से बना pc है।,0,[],[]
2531,"Great value, fast delivery- जैसा कि brand new है computer work करता है, कोई problems नहीं है, बहुत pleased हूं।",2,"['delivery', 'value']","['positive', 'positive']"
2532,Internet Explorer beginning से ही बहुत slow था।,1,['Internet Explorer'],['negative']
2533,AC power port time के साथ loose हो जाता है,1,['AC power port'],['negative']
2534,Best Buy हँसे जब मैंने उन्हें बताया कि मुझे computer के बिना फिर से कुछ और weeks रहने की उम्मीद के बजाय उन्हें replace करना चाहिए था।,0,[],[]
2535,"एक PC user के रूप में, मैं admit करूंगा कि macBook Pro में एक better running system है, जिसमें मैंने खुद को पाया ""job तेजी से पूरा हो रहा है।",1,['running system'],['positive']
2536,Computer कभी भी promise cut नहीं करेगा।,0,[],[]
2537,"जिस ease से आप सब कुछ set up करते हैं, ऐसा है कि एक child कर सके।",0,[],[]
2538,मुझे यह कहना पड़ेगा कि कुल मिलाकर यह great है!,0,[],[]
2539,"Programs uninstall करने के लिए कोई golden key number नहीं है, आपको उन serial numbers का use करना चाहिए जो इसे accept नहीं करते हैं और  चीजें working तक limited हैं क्योंकि वे short time के लिए ही अच्छे हैं।",1,['Programs'],['negative']
2540,"और उन्होंने power supply के साथ awesome ergonomic small lightweight power supply को replace कर दिया, जो machine से अधिक वजन का था।",2,"['power supply', 'power supply']","['positive', 'negative']"
2541,यह inside है जो कि truly wonderful है।,0,[],[]
2542,उस Toshib के force और unparalleled durability को enjoy करें।,2,"['force', 'durability']","['positive', 'positive']"
2543,मैंने यह laptop 9 months पहले purchase किया था!,0,[],[]
2544,जो बहुत great है मैं Vista Business run कर रहा हूं और index पर 5.X score किया है मैंने कभी नहीं देखा कि एक windows machine 5's के total score में है।,1,['Vista Business'],['positive']
2545,जैसे ही work से खाली होता हूं इसे return कर रहा हूं।,0,[],[]
2546,"मैं मूल रूप से emails check, surf the web, coupons print और अपने college के paper के लिए computer का use करता हूं।",1,['surf the web'],['neutral']
2547,This unit is not.,0,[],[]
2548,"हमें size of the screen पसंद है, हालांकि यह अभी भी lightweight है और इधर उधर tote करना बहुत easy है।",2,"['size of the screen', 'tote']","['positive', 'positive']"
2549,"वे money के लायक नहीं हैं, भले ही वे cheap side पर हों, laptop speaking.",0,[],[]
2550,"किसी भी तरह से पूरी बात सिर्फ एक joke थी, पूरी बेकार!",0,[],[]
2551,"इसलिए यह fact कि 24 twenty fourth day computer work नहीं करता है, मेरा fault है।",1,['work'],['negative']
2552,बहुत glad हूं कि मैंने upgrade करने का decide किया।,0,[],[]
2553,"मैं definitely इसे recommend करूंगा यदि आप use में आसानी, style, fun के लिए market में हैं, बहुत बढ़िया computer है।",1,['use'],['positive']
2554,  the battery is irreplaceable.,1,['battery'],['negative']
2555,"* यदि आप एक अच्छा LAPTOP ढ़ूढ़ रहे हैं, तो वह ये नहीं है!",0,[],[]
2556,"यदि आप थोड़ी अधिक custom ability चाहते हैं, तो कुछ bucks drop करें और Win 7 के अधिक robust versions में से एक में upgrade करें और सभी को थोड़ा और ऊपर spice करने के लिए 2GB stick of memory grab करें।",2,"['Win 7', '2GB stick of memory']","['positive', 'positive']"
2557,It's catatonic.,0,[],[]
2558,"मैं वास्तव में कभी भी कुछ भी download करने में बड़ा नहीं था, इसलिए मुझे virus आने की चिंता नहीं थी, साथ ही मुझे लगा कि मैं Norton द्वारा protected था।",1,['Norton'],['negative']
2559,"Internet को हर time lock और freeze कर दिया जाता था। मैं use करने का try कर रहा था, और command prompt बिल्कुल work नहीं करेगा।",2,"['Internet', 'command prompt']","['negative', 'negative']"
2560,इसका software और speed इसे amazing things करने में enable बनाता है।,2,"['software', 'speed']","['positive', 'positive']"
2561,Toshiba Satellite laptop fail होने के लिए DESIGNED किया गया है!,0,[],[]
2562,"वह मेरे house आया, अच्छे खासे 40 minutes तक मेरे computer के साथ उसने कुछ किया, और जो कुछ भी वह करने वाला था वह बिना किए ही जाने के लिए ready हो गया।",0,[],[]
2563,"मेरे wireless provider ने confirm किया कि मेरा home internet fine है, और कोई भी connection जो मैं on करता हूं work करना चाहिए।",0,[],[]
2564,मैं अपने साथ नहीं रख सका और आखिरकार hard drive चला गया।,1,['hard drive'],['negative']
2565,मैं जो अभी कर रहा हूं वो करने के लिए एक cheap computer purchase कर सकता था।,0,[],[]
2566,मैं iPhoto को include करते हुए programming से सबसे अधिक impress हूं।,2,"['programming', 'iPhoto']","['positive', 'positive']"
2567,किसी भी real use के लिए speakers बहुत small हैं।,1,['speakers'],['negative']
2568,"मैंने इसका RAM 2GB तक upgrade किया है, मैं इससे बहुत happy हूं।",1,['RAM'],['positive']
2569,यह एक बहुत great computer है।,0,[],[]
2570,मैंने December 2005 में एक Toshiba Satellite M60 (harman/kardon speakers!) purchase किया।,1,['speakers'],['positive']
2571,Whole thing को dismantle करें फिर यह पहले की तरह newly manufactured set नहीं होगा।,0,[],[]
2572,अगर वे जानते थे कि Vista slowly run करेगा तो उन्हें अपने computer में अधिक memory include करनी चाहिए।,2,"['memory', 'Vista']","['negative', 'negative']"
2573,Battery life better हो सकता है लेकिन कुल मिलाकर price और laptop के लिए Toshibe के reputation के लिए यह great है!,2,"['Battery life', 'price']","['negative', 'positive']"
2574,"Battery ने one hour से अधिक समय तक कभी भी charge hold करके नहीं रखा और two months के अंदर, ten minutes से अधिक समय तक charge को hold करके रखना stop कर दिया।",3,"['Battery', 'charge', 'charge']","['negative', 'negative', 'negative']"
2575,यह ज्यादातर 17-inch के bags में fit नहीं होगा।,0,[],[]
2576,"First time जब यह crash हुआ था, तो शायद इसके one and half years बाद यह हो रहा था।",0,[],[]
2577,Warranty expire होने के बाद hard drive खराब हो गई थी और इसे replace करने से ज्यादा fix करने में cost लगेगा।,2,"['Warranty', 'hard drive']","['neutral', 'negative']"
2578,मैंने अपने school campus bookstore से इस computer के लिए $ 800 pay किया।,0,[],[]
2579,यह मेरे purse में fit होने के लिए काफी small है!,0,[],[]
2580,"Windows 7 Starter है, मेरे opinion में, आपके netbook का use करने के बारे में सोचने का एक great way है: basics, basics, basics.",1,['Windows 7 Starter'],['positive']
2581,"मैं दोनों को compatible बनाने के लिए बहुत worry था- लेकिन सचमुच, यह बहुत simple था कि मैं लगभग worry था कि मैं कुछ wronge कर रहा था।",0,[],[]
2582,ध्यान दें कि मैं आमतौर पर review लिखने के लिए time नहीं निकालता।,0,[],[]
2583,Neat और organize icon list cluttered और confusing desktop icons से एक welcome change है।,2,"['icon list', 'desktop icons']","['positive', 'negative']"
2584,Warranty expire होने के ठीक बाद अपने original Toshiba laptop के crash होने के बाद मैंने यह netbook purchase किया।,1,['Warranty'],['negative']
2585,"स्पष्ट रूप से well-built है और look में gorgeous है, i5 MacBook Pro price और performance का एक winning combination है।",4,"['price', 'performance', 'built', 'look']","['positive', 'positive', 'positive', 'positive']"
2586,"ASUS ने अपन Netbooks evolve करने का एक outstanding job किया है, और मैं इसे किसी को भी recommend करुंगा जो दोनों अपनी needs को समझते हैं और netbooks उनके लिए कैसे fit हो सकते हैं।",0,[],[]
2587,"Apple care ने मुझे कभी fail नहीं किया, और मैं expect करता हूं कि यह इस computer के लिए भी ऐसा ही होगा।",1,['Apple care'],['positive']
2588,Buyer Beware.,0,[],[]
2589,अधिकाँश part  के लिए इसने मेरी needs को काफी अच्छे से serve किया है।,0,[],[]
2590,"मैं जिस Toshiba laptop का use कर रहा हूं, वह मेरे द्वारा try किए गए ज्यादातर से easy है।",1,['use'],['positive']
2591,"इसलिए मैंने Compaq को call किया, और 3 hours तक phone पर रहने के बाद, मुझे आखिरकार replacement मिल गया, जिसकी मुझे कोई problem नहीं थी क्योंकि यह warranty के तहत था।",1,['warranty'],['neutral']
2592,इसलिए हमने इसे उसी के लिए exchange किया और 2 hours के बाद इसने work नहीं किया।,1,['work'],['negative']
2593,Buy ना करें आप disappoint होंगे।,0,[],[]
2594,मुझे हाल ही में repair के लिए अपने laptop को HP को वापस ship करना पड़ा।,0,[],[]
2595,मुझे इसे fix करने के लिए geek squad guys के पास ले जाना पड़ा है क्योंकि इसमें 3 times virus आ चुके हैं और मुझे इसे लिए 4 months से भी ज्यादा नहीं हुआ है!,0,[],[]
2596,हम mind नहीं करते और तुम matter नहीं करते।,0,[],[]
2597,"मुझे size, keyboard, functions पसंद हैं।",3,"['size', 'keyboard', 'functions']","['positive', 'positive', 'positive']"
2598,लेकिन जैसे-जैसे time बीतता गया मैंने find किया कि wi-fi के माध्यम से thing online रखना लगभग impossible हो गया।,0,[],[]
2599,Mouse बहुत senstive है।,1,['Mouse'],['negative']
