sentence,aspect_terms,at_polarity
I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops.,[],[]
See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,['operating system'],['neutral']
"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",['resolution of the screen'],['negative']
"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",['touchpad'],['negative']
very convenient when you travel and the battery life is excellent...,['battery life'],['positive']
The machine is slow to boot up and occasionally crashes completely.,['boot up'],['negative']
This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,['charge'],['positive']
I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,['OS'],['neutral']
At first it's like you're in that honeymoon stage with your laptop.,[],[]
I didn't want to buy a generic brand computer but it is really nice.,[],[]
i can use it for all of my needs.,[],[]
"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer.",[],[]
the screen brightness automatically adjusts.,['screen brightness'],['neutral']
I especially like the backlit keyboard.,['backlit keyboard'],['positive']
Either way I'm furious.,[],[]
"Besides the great look, it is a great machine.",['look'],['positive']
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",['cost'],['negative']
"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",['sound'],['negative']
I was not aware that this product cannot display websites that contain Flash.,[],[]
"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",[],[]
A lot of help they WEREN'T!,[],[]
(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),"['SATA controller', 'motherboard chip', 'CPU', 'hard drive']","['neutral', 'neutral', 'neutral', 'neutral']"
I will never buy anything from HP again!,[],[]
I can't imagine EVER buying a PC again!,[],[]
The buttons you have to press a little harder than most.,['buttons'],['negative']
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.","['battery life', 'battery', 'battery']","['negative', 'neutral', 'negative']"
It allows you to automatically upload photos to your Facebook account with one click.,[],[]
Took it back as it was defective.,[],[]
"Other Thoughts: I love newegg, I recommend them to the world however this is just unacceptable.",[],[]
Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,[],[]
I simply got tired of a bad computer like windows with its constant freezing and anti-virus.,[],[]
"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.",[],[]
Right size and weight for portability.,"['size', 'weight', 'portability']","['positive', 'positive', 'positive']"
We decided we would try to trade-in our old ones.,[],[]
"So far, so good!",[],[]
It took a little over 2 weeks until i got it back.,[],[]
Eventually the screen went blank and the computer would not turn on.,[],[]
The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,['battery life'],['negative']
"It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.","['Windows Vista Home Premium', '1GB of RAM']","['neutral', 'negative']"
What a waste of time it was to run a Defrag on the PC!,[],[]
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,"['display', 'brightness']","['negative', 'neutral']"
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,"['electronic fuzz sound', 'headphone jack']","['negative', 'negative']"
This system is not worth the money or trouble trying to get it fix.,[],[]
"UPDATE: Two years after buying this laptop, I am now the proud owner of a lemon.",[],[]
"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",['keyboard'],['neutral']
"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",['quality'],['positive']
I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,[],[]
We did not even have it a year.,[],[]
"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",['warranty'],['neutral']
So you out of of notebook and money.,[],[]
Was searching online for a power supply when I found this site.,['power supply'],['neutral']
"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.","['gaming', 'graphics editing', 'complex data analysis']","['neutral', 'neutral', 'neutral']"
I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,['costs'],['negative']
(No problem with the ordering or shipping by the way.,['shipping'],['positive']
And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,"['ram', 'performance', 'surf the web']","['positive', 'positive', 'positive']"
The one thing I wish it had was a detailed hardcopy manuel.,['hardcopy manuel'],['negative']
"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",['drive'],['negative']
"Fast, great visual!",['visual'],['positive']
It's priced very reasonable and works very well right out of the box.,"['priced', 'works']","['positive', 'positive']"
You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,['OS'],['neutral']
"apple and quess what, you have to send the whole laptop in, too bad, so sad",[],[]
If you could stretch by a few 100 dollars I highly recommend you should replace your Windows laptop with this one.,[],[]
"might have to buy one for me now, since I use it all the time.",[],[]
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.","['keyboard', 'plate', 'mouse command buttons']","['positive', 'negative', 'negative']"
I purchased it this year when my old HP laptop finally died and I was looking for something smaller and lighter than a laptop to carry around for classes and traveling.,[],[]
I Have a friend who has the other model and we put them side by side with the same dvd in (battle of the Smithsonian) After on Hour mine was at 53% life left and his was at 69% life left.,[],[]
The latest is on my LG Netbook X12,[],[]
Purchased as a gift for a friend.,[],[]
I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,[],[]
I've never had problems with viruses.,[],[]
"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",[],[]
There are so many wonderful features and benefits to the new MacBook!,['features'],['positive']
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,['speeds'],['positive']
The only thing i can say is that the touch pad doesnt work like it should all the time.,['touch pad'],['negative']
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","['size', 'features', 'lighted keyboard', 'mouse pad']","['positive', 'positive', 'positive', 'positive']"
Battery life needs more life.,['Battery life'],['negative']
For some odd reasons the computer doesn't reconize the operation system.,['operation system'],['negative']
I had to wait 3 weeks to get it back and it still is not working properly.,[],[]
I am going to go back and return at Store I bought from!,[],[]
The trackpad was easy to learn and navigate.,['trackpad'],['positive']
"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",['Applications'],['positive']
My husband purchased a laptop at the same time for about $300 less (he got a pc).,[],[]
I respond that I do not have the old computer and this way I would lose the data on my hard drive.,['hard drive'],['negative']
Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,"['Windows', 'Warrenty', 'agents']","['neutral', 'neutral', 'negative']"
I think this ps was manufactured in the mid 90's.,[],[]
both upgrades were quickly accomplished after purchasing the necessary Product Key.,[],[]
I have owned it only two months!,[],[]
I love my macbook pro!,[],[]
From the moment I opened the box to the present it has been a great joy.,[],[]
I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.,[],[]
Even though the computer is larger they did not make the keyboard larger.,['keyboard'],['negative']
"Thanks, MacConnection, for making this a seamless purchase!",[],[]
We paid for the three year warranty and the extended warranty after that one ended as well.,"['three year warranty', 'extended warranty']","['neutral', 'neutral']"
"Its not just slow on the internet, its slow in general.",['internet'],['negative']
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"['RAM', 'memory']","['positive', 'positive']"
The difference is phenomenal.,[],[]
"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",['Nvidia grafics card'],['negative']
I am a freelance graphic artist.,[],[]
"No waiting to have my claim reviewed by someone in another state (or more often, another country).",[],[]
I did not like my acer.,[],[]
My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,['work'],['negative']
Problem fixed which is great but there went another two weeks without my laptop at school.,[],[]
The resolution is even higher then any other laptop on the market.,['resolution'],['positive']
"Then just the other day, my left ""mouse"" button snapped!","['left ""mouse"" button']",['negative']
It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,"['keyboard', 'feature', 'type']","['positive', 'positive', 'positive']"
"Laptop is advertised as a 15"" but the casing looks like that of a 17"".","['casing', '15""', '17""']","['negative', 'neutral', 'neutral']"
Remember to do your research first before consider buying a toshiba product.,[],[]
I bought this laptop the moment unibody product came to the market.,[],[]
The only time I have restarted is during system updates.,[],[]
mac is extremely different than any other laptop.,[],[]
The feel of this machine compared to the old MacBook is far superior.,['feel'],['positive']
"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",['hard disc'],['negative']
"It's great and we will always stick with Apple computers, we have been so happy with them.",[],[]
I should have realized that trouble was brewing .,[],[]
"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",['virus protection programs for a Mac'],['negative']
Thank you.,[],[]
The benefits were immediate!,[],[]
Much faster than my old windows laptop that died on me.,[],[]
"Never any doubt I would get a MacBook, just wasn't sure which one.",[],[]
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.","['Screen', 'HDMI']","['positive', 'neutral']"
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"['graphics', 'wireless switch']","['negative', 'negative']"
The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,['build quality'],['positive']
I bought my Acer Aspire custom made in June 2008.,[],[]
I guess he was the technical person.,['technical person'],['neutral']
They click.,[],[]
A seventy dollar mouse!,['mouse'],['neutral']
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",['shipped'],['negative']
I have the A65 - right now it's a paperweight.,[],[]
when i first got it i thought the size of it was a joke.,['size'],['negative']
"That being said, it still runs video in full screen decently.",[],[]
It is fast and i have not had a problem with internet connection or any other problems.,['internet connection'],['positive']
I'm really impressed with the quality and performance for the price of the computer.,"['quality', 'performance', 'price']","['positive', 'positive', 'positive']"
"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.","['recovery DVDs', 'driver/application DVD']","['neutral', 'neutral']"
"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",['photo detection software'],['positive']
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,['speakers'],['negative']
"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",['price'],['negative']
What's really great about this product is you may have a family member who is computer illiterate and you can pretty much just let them loose on this computer without any real supervision.,[],[]
"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",[],[]
PDF files can be viewed instantly.,[],[]
Dell Latitude d620 is not a reliable machine.,[],[]
I have had it for almost four years now and I have only had a few problems with it.,[],[]
Overall for the money this is a good deal.,[],[]
"It is so simple to use, I use it more than my desktop.",['use'],['positive']
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,"['touchpad', 'screen', 'mouse pointer']","['negative', 'neutral', 'negative']"
I saved for this laptop for 3 months and I can tell you personally it was worth the wait.,[],[]
"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",[],[]
It has a overheating issue - nearly to the point of being dangerous.,[],[]
I have had no problems with it unlike some hardware defects on past models.,['hardware'],['negative']
"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",['KEYBOARD'],['negative']
"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",['Windows'],['negative']
"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",['cost'],['negative']
I have used different laptops in the past and I have to rate this one way above the rest.,[],[]
I love the Mac so much better than my work PC!,[],[]
"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.","['quality', 'engineering design', 'warranty']","['positive', 'positive', 'positive']"
I recommend the Macbook Pro if you want the best laptop on the market.,[],[]
"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",['applications'],['positive']
The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,['screen'],['positive']
Small and light weight.,[],[]
"Great laptop for school, easy to use for beginners in the household.",['use'],['positive']
"He didn't work for sony, he was just approved to fix their crappy products.",[],[]
"4) Laptop still did not work, blue screen within a week...",['work'],['negative']
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",['speakers'],['negative']
"Bought for my daughter to take for starting college this fall - she has been on it non-stop ever since ""learning how to use it"".",[],[]
"Never had a single problem, and don't have to worry about viruses.",[],[]
"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",['hinges'],['negative']
Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,['programs'],['positive']
Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,['work'],['negative']
It is SO much fun to play with.,[],[]
If this is an improvement in Customer Service then I would hate too see what it was before!,['Customer Service'],['negative']
*6th week*-They are not responding to my emails asking when they expect to dispatch the new unit...,[],[]
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.","['programs', 'Keynote', 'Pages', 'Numbers']","['positive', 'neutral', 'neutral', 'neutral']"
"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.","['expense', 'run']","['negative', 'positive']"
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.","['components', 'price', 'price']","['positive', 'positive', 'positive']"
"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",['cd drive'],['negative']
And Toshiba is a quality supplier.,[],[]
For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,['price'],['positive']
I can't honestly say I was heartbroken.,[],[]
WILL NOT EVERY BUY ANOTHER--------LOU,[],[]
"Unfortunately, Apple's quality has continued to slide.",['quality'],['negative']
and finally i realized that mac is the best.,[],[]
It's very annoying.,[],[]
I'm hoping that I can find a really quick way to clean it without it getting too gross.,[],[]
My only other complaint is that it gets really hot.,[],[]
I believe that the quality of a mac is worth the price.,"['quality', 'price']","['positive', 'positive']"
I'm Very disappointed in Dell.,[],[]
sometimes you will be moving your finger and the pointer will not even move.,['pointer'],['negative']
I've only had mine a day but I'm already used to it...,[],[]
And that was the fourth time ive sent it to them to get fixed.,[],[]
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","['shipping', 'price', 'budget']","['positive', 'positive', 'positive']"
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",['life span'],['negative']
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","['design', 'looks', 'feel', 'my toshiba feature']","['positive', 'positive', 'positive', 'positive']"
"For me, five stars is not enough.",[],[]
I love how easy every thing is to do on my Apple products.,[],[]
"Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros.",[],[]
The layout of the MacBook is horrible and confusing;,['layout'],['negative']
Was not happy with one of the programs on it.,['one of the programs'],['negative']
"Also it is very good for college students who just need a reliable, easy to use computer.",['use'],['positive']
The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,"['Touchpad', 'USB', 'Touchpad']","['negative', 'negative', 'negative']"
I came from the Dell Laptops and now I am so glad I switched when I needed a new laptop.,[],[]
This is definitely a computer worth the money;,[],[]
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.","['iwork', 'office', 'word processor', 'windows', 'document creation']","['positive', 'negative', 'negative', 'neutral', 'neutral']"
I am stuck with a laptop that I cannot do very much with.,[],[]
It is light and the battery last a very long time.,['battery'],['positive']
Better stick with another brand.,[],[]
I am glad I did my research.,[],[]
"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).","['memory', 'memory stick', 'memory stick']","['neutral', 'negative', 'neutral']"
5 months dead again.,[],[]
"Also, you won't have to worry about them going onlne a getting a virus.",[],[]
Very happy.,[],[]
The netbook is easier for me to take to bed and carry around with me.,[],[]
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","['keys', 'keyboard', 'button below the mouse pad', 'screen', 'paint']","['negative', 'negative', 'negative', 'negative', 'negative']"
My children won't even use it  for their school work.,[],[]
THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.,[],[]
The next time I had an issue my lightscribe wouldn't work.,['lightscribe'],['negative']
"The touchpad is extremely sensitive, which is the only drawback.",['touchpad'],['negative']
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,"['applications', 'iphoto', 'photo application']","['positive', 'positive', 'positive']"
It has everything I would need for a home computer.,[],[]
"The computer did what it was NOT supposed to do, and I didn't know what to do....",[],[]
"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.","['Bluetooth', 'Fingerprint Reader', 'screen', 'Mic', 'Dual touchpad mode', 'USB ports', 'Webcam', 'use', 'Runs']","['neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive']"
I love this computer.,[],[]
"They informed me that I had around 7 ""policies"" or viruses on it.",[],[]
"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",['Word'],['negative']
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","['17 ince screen', 'screen']","['neutral', 'positive']"
Summary: They played games with me for the warranty period.,['warranty period'],['negative']
i cant believe HP put this out.,[],[]
"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.","['HD', 'drivers', 'Windows update']","['negative', 'negative', 'neutral']"
"without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.",[],[]
I can have both OSX and Windows XP running at the same time!,"['OSX', 'Windows XP']","['positive', 'positive']"
"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",[],[]
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor","['Features', 'Performance', 'Battery Life', 'Price', 'Value']","['neutral', 'negative', 'positive', 'negative', 'negative']"
"Otherwise, I love it!",[],[]
Having someone give you a quick tour of how to's is the best.,[],[]
I have recently converted back to a mac and I couldn't be happier!,[],[]
Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,['windows'],['negative']
At 16 months it started shutting off after only 5 or 10 minutes.,[],[]
They basically told me that the machine would be problem free now.,[],[]
I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,[],[]
The graphics are stunning.,['graphics'],['positive']
"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",['system'],['positive']
after much effort and 10 days ASUS replaced itThe WiFi is very weak.,['WiFi'],['negative']
You can call HP and they want you to buy more software to fix it.,['software'],['neutral']
It has been plagued with problems since the day i turned it on.,[],[]
this computer is a little more expensive than any pc but it will last you longer and it worth every penny.,[],[]
It is easy to navigate and update programs.,"['update programs', 'navigate']","['neutral', 'positive']"
The laptop is gorgeous.,[],[]
It's more expensive but well worth it in the long run.,[],[]
"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",[],[]
I've had hp desktop for over 4 yrs now and not one days goes by that i don't regret buying it.,[],[]
HP didn't fix it.,[],[]
", Applications respond immediately (not like the tired MS applications).","['Applications', 'MS applications']","['positive', 'negative']"
"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",['Customer Service'],['positive']
"Now, I guess, I'll have to unload my M6809 on some poor, hapless soul.",[],[]
"The only drawback for me is how dirty the screen gets, and rather quickly too.",['screen'],['negative']
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","['carry', 'weight']","['positive', 'positive']"
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.","['applications', 'programs', 'Internet tabs']","['positive', 'neutral', 'positive']"
The problems started with just the screen freezing.,[],[]
Taking it anywhere was a pain!,[],[]
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,"['noises', 'bottom of the computer']","['negative', 'negative']"
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,['repair technician'],['positive']
I previously owned a Toshiba and it only lasted about 2 years.,[],[]
I can't imagine my life without it anymore!,[],[]
defective software.,['software'],['negative']
This computer was so challenging to carry and handle.,"['carry', 'handle']","['negative', 'negative']"
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"['Cords', 'power', 'headphones', 'mic', 'network connection', 'setup', 'cords', 'cords']","['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']"
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,['power supply'],['negative']
It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,['Core2 Quad'],['neutral']
It is good to know that I can mobilize without having to worry about the battery life.,['battery life'],['positive']
I baby my electronics so I know for a fact it was defective and not anything that I did to it.,[],[]
"The screen is nice, side view angles are pretty good.",['screen'],['positive']
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.","['screen', 'screen']","['positive', 'positive']"
3 weeks went by and the computer keeps crashing and will not open any applications.,['applications'],['neutral']
Not to mention sometimes the whole charger unit will decide not to work entirely.,['charger unit'],['negative']
"Looks nice, but has a horribly cheap feel.","['feel', 'Looks']","['negative', 'positive']"
I would recommend not buying this product.,[],[]
its more like a snail crawl.,[],[]
"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.","['signals', 'signal']","['positive', 'negative']"
"The feel of this is better than the Toshiba, too.",['feel'],['positive']
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,['quality'],['positive']
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","['memory', 'Windows 7 Starter', 'Win 7 Home', 'runs']","['neutral', 'neutral', 'neutral', 'positive']"
"I am not sure if it was the drive itself, however;",['drive'],['neutral']
"So I called, AGAIN.",[],[]
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.","['edges', 'incase shells']","['negative', 'positive']"
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","['keyboard', 'weight', 'use']","['positive', 'positive', 'positive']"
"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!","['shipping', 'repair center']","['negative', 'neutral']"
I was constantly having to roll back the computer after doing updates.,[],[]
Stay away from Envy.,[],[]
-got it back 3 months later,[],[]
I have had to send in my laptop three times to get it fixed.,[],[]
"When I turned it on, nothing.",[],[]
I should have checked this before I installed my applications.,['applications'],['neutral']
The battery is really long.,['battery'],['positive']
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.","['DVD burner', 'power supply']","['negative', 'negative']"
Had some trouble finding a case that it would fit in.,['case'],['negative']
The 17 in Macbook Pro has been a wonderful addition.,[],[]
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,"['keyboard', 'keyboard functions']","['negative', 'negative']"
1st time they got it working the next 5 month they had me send it in.,[],[]
Comes with iMovie;,['iMovie'],['positive']
I just love my Mac!,[],[]
I can not even read what I am writing half of the time.,[],[]
MACS ARE AMAZING!!!,[],[]
My hp G60-244dx died after only 16 months.,[],[]
They freeze all the time.,[],[]
"this one, in my opinion, might be a lemon!",[],[]
The book is useless.,[],[]
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,['SERVICE FACILITY'],['negative']
This laptop is very large and barely fits in any carrying cases.,[],[]
When I called Sony the Customer Service was Great.,['Customer Service'],['positive']
even though I had the receipt in front of me proving it still had 2 months left on the warranty.,['warranty'],['negative']
I sent it to them to fix in perfect condition but for what was wrong with it.,[],[]
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.","['programs', 'system', 'using the internet']","['neutral', 'positive', 'neutral']"
"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",['buttons'],['negative']
Not even safe mode boots.,['safe mode'],['negative']
Which was way too much money.,[],[]
"To those thinking about switching, do it and do not look back!",[],[]
"This is an over-sized, 18-inch laptop.",['18-inch'],['negative']
I had to pay $100 for a universal charger for this cheap $300 laptop.,['universal charger'],['negative']
The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,['powerpoint'],['positive']
1.You can not change your desktop background (window's 7 starter does NOT support that function).,"['desktop background', ""window's 7 starter"", 'function']","['negative', 'negative', 'negative']"
"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",['IT support technicians'],['negative']
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,"['charger', 'hardware']","['negative', 'negative']"
"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it.",[],[]
"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",['customer service center'],['negative']
The screen gets smeary and dusty very quickly and it's very noticeable.,['screen'],['negative']
It all just makes sense.,[],[]
2) Blue screen first month,[],[]
I love it so much.,[],[]
"I got it for Christmas, and I was so excited to set it up!",[],[]
Strengths:Well-shaped Weaknesses:A bad videocard!,"['videocard', 'shaped']","['negative', 'positive']"
You can't even get a satellite card which is why I bought to begin with.,['satellite card'],['negative']
I use it now more than I even thought I would.,[],[]
"The battery life, before the battery completely died of course, left much to be desired.","['battery life', 'battery']","['negative', 'negative']"
"Do yourself a favor, this is not a fake story trying to hurt alienware...",[],[]
"It is a REAL touchpad, not the toy I saw in other brands.",['touchpad'],['positive']
It has worked fine.,[],[]
The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,[],[]
"Long story, but after many calls to various  offices, I was told that no one can override the depot and that managers  don't take phone calls or e/mails.",['depot'],['neutral']
"I can throw anything at it (and I do), Pictures, video editing, schoolwork.",[],[]
Price and purpose is awesome!,['Price'],['positive']
Wonderful zooming.,['zooming'],['positive']
"The screen is huge and coloful, but no LED backlighting.",['screen'],['positive']
the two of us use it regularly.,[],[]
"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",['sized'],['neutral']
Everything about this computer is easy to use.,['use'],['positive']
"After paying over $1000 for this computer, it was not worth it.",[],[]
"Worse, for the price I could get a *netbook* that outperforms this machine.",['price'],['negative']
Very happy with my 7th Toshiba laptop!,[],[]
